trial_number,cv_score,cv_std,mean_best_iteration,median_best_iteration,fold_0_score,fold_1_score,fold_2_score,fold_3_score,fold_4_score,params_cat_l2,params_cat_smooth,params_colsample_bytree,params_learning_rate,params_max_bin,params_max_cat_threshold,params_max_cat_to_onehot,params_max_depth,params_min_child_samples,params_min_child_weight,params_min_data_per_group,params_min_split_gain,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,state
201,0.8595489018024229,0.027091284556783127,151.2,200.0,0.8531468531468531,0.8671328671328671,0.8591549295774648,0.9014084507042254,0.8169014084507042,8.132245262645561,29.750269656877887,0.8927269188285747,0.11300897528690447,255,8,10,7,10,0.6605027580454308,60,0.08241507120137984,4,0.001,0.05,0.9811591939971407,1,COMPLETE
151,0.8595489018024229,0.028153512660087195,104.8,119.0,0.8461538461538461,0.8741258741258742,0.8591549295774648,0.9014084507042254,0.8169014084507042,1.3554893199160232,29.7988487370009,0.7697839218726007,0.08453540872450493,255,8,10,7,10,1.1390589743309287,60,0.142373712118595,7,0.05,0.05,0.9427015468086885,1,COMPLETE
83,0.8595489018024229,0.029543172408746116,101.2,107.0,0.8531468531468531,0.8671328671328671,0.8661971830985915,0.9014084507042254,0.8098591549295775,9.615815512119005,22.721188762583182,0.8443779375583831,0.10021078269688673,255,8,10,7,5,1.7040980709115043,40,0.09709266264735664,6,0.05,0.01,0.9620402693375641,1,COMPLETE
64,0.8595489018024229,0.03052018368453886,159.6,83.0,0.8461538461538461,0.8741258741258742,0.8661971830985915,0.9014084507042254,0.8098591549295775,13.956697983329798,17.74996221782671,0.882748477896273,0.0658924023331108,255,8,10,7,5,1.2270184312509542,40,0.10232367839322279,5,0.05,0.01,0.9374939375352954,1,COMPLETE
245,0.8595489018024228,0.022709624093123562,99.8,117.0,0.8531468531468531,0.8671328671328671,0.8591549295774648,0.8943661971830986,0.823943661971831,7.877914823552052,28.290054007071337,0.9124442929697135,0.09874935652634148,255,32,10,7,10,1.0293904795902757,60,0.09445964353491329,5,0.001,0.01,0.9698728471659667,1,COMPLETE
63,0.8595489018024228,0.03149322211439902,182.6,214.0,0.8531468531468531,0.8671328671328671,0.8591549295774648,0.9084507042253521,0.8098591549295775,14.242336701942293,17.397146678899976,0.8811684941516628,0.06497265819542225,255,8,10,7,10,1.1855486023053563,40,0.10274492391447244,5,0.05,0.01,0.9034387602898165,1,COMPLETE
261,0.8595489018024228,0.03149322211439902,147.8,143.0,0.8531468531468531,0.8671328671328671,0.8591549295774648,0.9084507042253521,0.8098591549295775,13.86148152949176,28.859266718016613,0.8665978320636638,0.11896069155735203,255,32,10,7,5,1.4418520101258505,60,0.0894977377165362,6,0.001,0.01,0.948597094777425,1,COMPLETE
284,0.859539052496799,0.02316908416966239,94.8,63.0,0.8461538461538461,0.8811188811188811,0.8591549295774648,0.8873239436619719,0.823943661971831,1.3235542231316928,28.172014106682134,0.7688240320924655,0.11597695121462746,63,32,10,7,10,1.5908570291132673,60,0.08345963590779046,5,0.001,0.0,0.9536598088363315,1,COMPLETE
195,0.859529203191175,0.023678058481629984,140.4,102.0,0.8601398601398601,0.8741258741258742,0.8591549295774648,0.8873239436619719,0.8169014084507042,7.646322634449994,29.069631770547296,0.878204185379761,0.11325893103361323,255,8,10,7,15,0.7811815459346451,60,0.10018238974520008,6,0.05,0.05,0.9573985253352238,1,COMPLETE
110,0.859529203191175,0.03058345951194355,242.6,202.0,0.8461538461538461,0.8881118881118881,0.8591549295774648,0.8943661971830986,0.8098591549295775,9.235559327923669,29.527982473638875,0.8822191220754761,0.05306861515759683,255,8,10,7,10,1.287262341819142,50,0.05588973335710386,5,0.05,0.05,0.9134878165822605,1,COMPLETE
145,0.859529203191175,0.03309726638742959,131.8,92.0,0.8531468531468531,0.8811188811188811,0.8591549295774648,0.9014084507042254,0.8028169014084507,8.94257334867619,27.432425959967205,0.7240821271867997,0.07248363987504663,255,8,10,7,5,1.2619840151771438,50,0.12496461302450926,7,0.05,0.01,0.9107421190770514,1,COMPLETE
267,0.8581601497094455,0.026033121503576916,120.6,119.0,0.8601398601398601,0.8461538461538461,0.8732394366197183,0.8943661971830986,0.8169014084507042,8.318517548321044,28.467113072079698,0.8723329831843539,0.10242537587192534,63,32,10,7,5,1.018747174619282,60,0.08484973260604768,6,0.001,0.01,0.9564939953593012,1,COMPLETE
210,0.8581601497094455,0.027157170175620596,89.8,58.0,0.8531468531468531,0.8531468531468531,0.8661971830985915,0.9014084507042254,0.8169014084507042,10.303196124500317,27.671221770005392,0.8859751121256428,0.13095025771255142,127,8,10,7,10,0.4801534058982956,70,0.09065787465085531,4,0.001,0.05,0.9684183333464433,1,COMPLETE
65,0.8581601497094453,0.02525962682810935,131.0,141.0,0.8461538461538461,0.8601398601398601,0.8591549295774648,0.9014084507042254,0.823943661971831,13.19644203243508,18.192571362730718,0.8812393425167296,0.06944301281040416,255,8,10,7,5,0.8790892194155774,50,0.10292471193502628,5,0.05,0.01,0.9402944248972215,1,COMPLETE
194,0.8581503004038217,0.027562109332060623,99.4,104.0,0.8461538461538461,0.8671328671328671,0.8591549295774648,0.9014084507042254,0.8169014084507042,6.802857016130424,28.404770638153945,0.8809000497545626,0.11135112478152996,255,8,10,7,10,1.1808305648268904,50,0.1009527215188497,7,0.05,0.05,0.9529902892722705,1,COMPLETE
217,0.8581503004038217,0.027562109332060623,108.8,117.0,0.8461538461538461,0.8671328671328671,0.8591549295774648,0.9014084507042254,0.8169014084507042,7.860232116486003,29.101117198746316,0.9065704091666449,0.11559651919418815,127,8,10,7,10,0.45811965956054446,60,0.08673503001219675,4,0.001,0.05,0.9701170125283087,1,COMPLETE
233,0.8581503004038217,0.027562109332060623,123.0,140.0,0.8461538461538461,0.8671328671328671,0.8591549295774648,0.9014084507042254,0.8169014084507042,8.996136830248203,28.586605978544817,0.8819450243652698,0.09986931592879209,127,8,10,7,10,0.8399068333665051,60,0.08362098729130799,5,0.001,0.05,0.9688419281867865,1,COMPLETE
243,0.8581503004038217,0.027562109332060623,182.6,178.0,0.8461538461538461,0.8671328671328671,0.8591549295774648,0.9014084507042254,0.8169014084507042,8.169696812057666,28.043389792087986,0.8759015565375559,0.1082492233392516,127,8,10,7,10,0.6581185234986202,60,0.08928162728300969,4,0.001,0.05,0.9600053072833467,1,COMPLETE
181,0.8581503004038215,0.02241288649200388,120.4,142.0,0.8531468531468531,0.8601398601398601,0.8591549295774648,0.8943661971830986,0.823943661971831,6.226005231751521,29.678612077957087,0.7232779851185757,0.0771681163737331,255,8,10,7,10,1.1069950448812693,50,0.10182077020895988,9,0.05,0.05,0.9439387669794356,1,COMPLETE
224,0.8581503004038215,0.02241288649200388,167.2,171.0,0.8531468531468531,0.8601398601398601,0.8591549295774648,0.8943661971830986,0.823943661971831,8.905022916051164,29.993957712257473,0.8847218409631342,0.12639265193658897,127,8,10,7,10,0.3044424463593244,60,0.08891897972009477,5,0.001,0.05,0.9787898061578395,1,COMPLETE
242,0.8581503004038215,0.023269275844917166,199.8,205.0,0.8461538461538461,0.8671328671328671,0.8591549295774648,0.8943661971830986,0.823943661971831,8.763588160548734,29.47397751145813,0.8859171473423444,0.10358976826813364,127,8,10,7,10,0.8919293345263714,60,0.08319550034057664,5,0.001,0.05,0.9651356061655336,1,COMPLETE
175,0.8581503004038215,0.02492712346175192,134.6,135.0,0.8531468531468531,0.8601398601398601,0.8661971830985915,0.8943661971830986,0.8169014084507042,6.798196756321373,29.975414768093703,0.70003808551248,0.06710069039204462,255,8,10,7,5,1.2526737093407785,50,0.10317537643933852,9,0.5,0.05,0.9342884851102701,1,COMPLETE
133,0.8581503004038215,0.02569986773352771,137.0,142.0,0.8461538461538461,0.8671328671328671,0.8661971830985915,0.8943661971830986,0.8169014084507042,10.021319054362284,24.990268584448916,0.8638378898978264,0.07823655389773713,255,8,10,7,10,1.578489531452439,60,0.1488391683834333,6,0.05,0.05,0.9431858329997543,1,COMPLETE
262,0.8581503004038215,0.027179526051931278,104.4,115.0,0.8391608391608392,0.8741258741258742,0.852112676056338,0.9014084507042254,0.823943661971831,7.884688469850875,28.756184775509436,0.8643806071771755,0.11963701462904155,255,32,10,7,10,1.333479497762575,60,0.08258929930729264,6,0.001,0.01,0.9493571987041827,1,COMPLETE
97,0.8581503004038215,0.02997551013525484,123.6,97.0,0.8461538461538461,0.8671328671328671,0.852112676056338,0.9084507042253521,0.8169014084507042,6.093444290628289,27.6571741365003,0.823310988783075,0.08059371350263307,127,8,10,7,5,1.972119363906521,50,0.11151781609114478,8,0.05,0.05,0.9439207974362016,1,COMPLETE
215,0.8581503004038215,0.03189914122735499,110.4,129.0,0.8461538461538461,0.8671328671328671,0.8591549295774648,0.9084507042253521,0.8098591549295775,8.3466950432646,28.71047888828491,0.8737821949489373,0.13387856645552174,127,8,10,7,10,0.34616034439429816,70,0.09365171649945372,4,0.001,1.0,0.9850085836952223,1,COMPLETE
198,0.8581404510981976,0.024154799048561323,97.8,106.0,0.8461538461538461,0.8741258741258742,0.852112676056338,0.8943661971830986,0.823943661971831,7.316901305647622,28.470552106783988,0.8766736668483894,0.11597669403237752,255,8,10,7,15,0.7470668224872078,60,0.10226545193349507,6,0.05,0.01,0.9531141757581504,1,COMPLETE
228,0.8581404510981976,0.024979159517944736,109.8,104.0,0.8531468531468531,0.8671328671328671,0.8591549295774648,0.8943661971830986,0.8169014084507042,6.900050571928076,28.596256524505623,0.8804170593613633,0.1474085053507536,127,8,10,7,10,0.42818499744575506,60,0.09295153605943354,5,0.001,0.05,0.975191992298987,1,COMPLETE
91,0.8581404510981976,0.02612739915085356,117.2,113.0,0.8461538461538461,0.8741258741258742,0.8591549295774648,0.8943661971830986,0.8169014084507042,6.2644788961004565,26.141052897643792,0.8393068554576818,0.07456810849541369,255,8,10,7,10,1.69994295272374,50,0.1398012463963237,7,0.05,0.05,0.9330156323551725,1,COMPLETE
235,0.8581404510981976,0.027619191647461936,87.0,23.0,0.8531468531468531,0.8671328671328671,0.8661971830985915,0.8943661971830986,0.8098591549295775,8.415000066388618,29.237169836990923,0.8897816948767855,0.12483892440060394,127,8,10,7,10,0.43835699690208285,60,0.08102672718996652,5,0.001,0.001,0.9576157896289413,1,COMPLETE
85,0.8581404510981976,0.02831368908429272,103.4,111.0,0.8461538461538461,0.8741258741258742,0.852112676056338,0.9014084507042254,0.8169014084507042,7.828791754463087,26.622670944450583,0.880666843780391,0.07036920821660791,255,8,10,7,5,1.667168863248009,50,0.12164702589197497,8,0.05,0.05,0.950297449525954,1,COMPLETE
257,0.8581404510981976,0.0286618618275981,95.6,120.0,0.8461538461538461,0.8741258741258742,0.8661971830985915,0.8943661971830986,0.8098591549295775,10.16747702415825,27.9049517592221,0.9347147932303014,0.106326504752248,255,32,10,7,10,1.2967754638650095,60,0.09313221998882387,6,0.001,0.01,0.9589218042164426,1,COMPLETE
275,0.8581404510981976,0.0286618618275981,78.2,95.0,0.8461538461538461,0.8741258741258742,0.8661971830985915,0.8943661971830986,0.8098591549295775,20.075113122752903,28.738010513579994,0.9132996895370221,0.09604937124816552,63,32,10,7,10,1.4740220661831223,60,0.14248286895797782,7,0.01,0.01,0.9625631983066816,1,COMPLETE
252,0.8581404510981976,0.0293599457862387,126.2,121.0,0.8531468531468531,0.8671328671328671,0.8591549295774648,0.9014084507042254,0.8098591549295775,9.49331021866447,28.43396107297167,0.9225500727686041,0.10514227119312032,255,32,10,7,10,1.2760887371662186,60,0.057842050719689356,5,0.1,0.01,0.9601055439390034,1,COMPLETE
92,0.8581404510981976,0.03034285735945067,82.6,108.0,0.8461538461538461,0.8741258741258742,0.8591549295774648,0.9014084507042254,0.8098591549295775,6.2408002884387646,28.441608792156096,0.8627815031051679,0.08077925502595873,255,8,10,7,10,1.1289978243587853,60,0.14402917928036663,8,0.05,0.05,0.9456207604679613,1,COMPLETE
95,0.8581404510981976,0.03034285735945067,109.2,95.0,0.8461538461538461,0.8741258741258742,0.8591549295774648,0.9014084507042254,0.8098591549295775,8.099086536501563,28.214412129397648,0.8569870012248146,0.07768005306693782,255,8,10,7,10,1.226370175576204,60,0.14056988816341012,7,0.05,0.05,0.9328323995310521,1,COMPLETE
117,0.8581404510981976,0.03034285735945067,109.0,92.0,0.8461538461538461,0.8741258741258742,0.8591549295774648,0.9014084507042254,0.8098591549295775,15.304309098393308,18.063604787910617,0.8878117379855837,0.05962718798617828,255,8,10,7,5,1.5346222789194508,40,0.05287509029946143,6,0.05,0.01,0.8880851319157811,1,COMPLETE
150,0.8581404510981976,0.03034285735945067,118.4,68.0,0.8461538461538461,0.8741258741258742,0.8591549295774648,0.9014084507042254,0.8098591549295775,10.811513336892375,19.851610318210938,0.8888745550893007,0.0744629254622019,255,8,10,7,5,0.9571349652215796,40,0.13471678510153212,6,0.05,0.001,0.8919293619614813,1,COMPLETE
223,0.8581404510981976,0.03034285735945067,128.4,91.0,0.8461538461538461,0.8741258741258742,0.8591549295774648,0.9014084507042254,0.8098591549295775,8.159404408605715,29.203763648590677,0.9091767959737795,0.11958476416576838,127,8,10,7,10,0.4872263130396537,60,0.09581359986241614,4,0.001,0.05,0.9606626474644372,1,COMPLETE
251,0.8581404510981976,0.03034285735945067,88.6,111.0,0.8461538461538461,0.8741258741258742,0.8591549295774648,0.9014084507042254,0.8098591549295775,4.027747626136444,27.227503063479077,0.8999142821889706,0.10731708130763623,255,32,10,7,10,0.8574683312779235,60,0.09927633828093757,6,0.001,0.01,0.963724101178771,1,COMPLETE
62,0.8581404510981976,0.03255073470403198,200.8,201.0,0.8461538461538461,0.8741258741258742,0.852112676056338,0.9084507042253521,0.8098591549295775,13.501471933954155,15.811191738481638,0.8814713918096916,0.07561817649560026,255,8,10,7,10,1.2431946528862385,40,0.10586246686018953,5,0.05,0.01,0.9372472194891611,1,COMPLETE
289,0.8581306017925737,0.021623598135174713,118.6,131.0,0.8531468531468531,0.8741258741258742,0.852112676056338,0.8873239436619719,0.823943661971831,2.5097313399044476,27.76915219773306,0.7661192849261061,0.11645422430821394,255,32,10,7,10,1.378160107601347,60,0.07264060861628467,6,0.001,0.01,0.9529696041041681,1,COMPLETE
90,0.8581306017925737,0.023806861734029027,134.2,92.0,0.8531468531468531,0.8741258741258742,0.8591549295774648,0.8873239436619719,0.8169014084507042,5.7241882868764495,26.121218381721476,0.8425453225821157,0.0719711328600266,255,8,10,7,10,1.7287766407727447,50,0.13280977202909935,7,0.05,0.05,0.9315188195321069,1,COMPLETE
152,0.8581306017925737,0.025806071668016812,83.0,100.0,0.8531468531468531,0.8741258741258742,0.852112676056338,0.8943661971830986,0.8169014084507042,1.3357381547299527,29.458396571625773,0.7421959536739999,0.08993990767049885,255,8,10,7,10,1.4245721283116541,50,0.1294240363367425,7,0.05,0.01,0.9609491206572136,1,COMPLETE
180,0.8581306017925737,0.025806071668016812,158.0,161.0,0.8531468531468531,0.8741258741258742,0.852112676056338,0.8943661971830986,0.8169014084507042,9.92826844905097,16.22235051899527,0.7922654067500685,0.058789868929508576,127,8,10,7,5,1.638789454848543,40,0.0905430912352916,7,0.0,0.05,0.9481471888042529,1,COMPLETE
197,0.8581306017925737,0.025806071668016812,119.6,82.0,0.8531468531468531,0.8741258741258742,0.852112676056338,0.8943661971830986,0.8169014084507042,1.0069541194898546,28.94214854255209,0.8672064965664189,0.11182448606286804,255,8,10,7,15,0.817318036317152,60,0.09376051141766188,7,0.05,0.05,0.9573814200958234,1,COMPLETE
253,0.8581306017925737,0.028017447030534263,63.4,40.0,0.8531468531468531,0.8741258741258742,0.8591549295774648,0.8943661971830986,0.8098591549295775,11.823322158073816,18.982329879327498,0.8710377849914114,0.09455926257868914,255,32,4,7,15,0.7153094271509151,60,0.048846155698633556,6,0.001,0.01,0.9662221777570391,1,COMPLETE
273,0.8581306017925737,0.02940883581237738,106.6,72.0,0.8671328671328671,0.8601398601398601,0.852112676056338,0.9014084507042254,0.8098591549295775,17.827243963112743,29.977312855267627,0.904091420936173,0.1152446090573294,63,32,4,7,10,1.1535438662958994,60,0.08519782400216043,7,0.001,0.01,0.9149704936103891,1,COMPLETE
86,0.8581306017925737,0.030066615061938164,160.2,159.0,0.8531468531468531,0.8741258741258742,0.852112676056338,0.9014084507042254,0.8098591549295775,5.306589074225062,26.883181878867106,0.8787793888751801,0.07096319191433377,255,8,10,7,5,1.7032056560810127,50,0.12456292263879333,5,0.05,0.05,0.9552285811551939,1,COMPLETE
105,0.8581306017925737,0.030066615061938164,178.0,211.0,0.8531468531468531,0.8741258741258742,0.852112676056338,0.9014084507042254,0.8098591549295775,6.100777803183936,27.8068456871271,0.8631387127083289,0.07437219752061355,255,8,10,7,5,0.971455357013194,50,0.11345978069405771,5,0.05,0.01,0.9434575444894824,1,COMPLETE
184,0.8581306017925735,0.027310357388093565,112.0,38.0,0.8601398601398601,0.8671328671328671,0.8591549295774648,0.8943661971830986,0.8098591549295775,7.928802270464063,29.38676319723679,0.7107659172007779,0.06301784426236204,255,8,10,7,5,1.258796995272436,50,0.052868601590414066,6,0.1,0.05,0.9343738609823771,1,COMPLETE
298,0.8581306017925735,0.027310357388093565,96.2,102.0,0.8601398601398601,0.8671328671328671,0.8591549295774648,0.8943661971830986,0.8098591549295775,19.39902307706549,29.051300048524396,0.9008213276941034,0.10262164586402696,127,8,10,7,10,0.8753284666791434,60,0.08587544821786203,6,0.01,0.0,0.9784770833199633,1,COMPLETE
160,0.8581306017925735,0.031681871170681705,113.8,88.0,0.8601398601398601,0.8671328671328671,0.8591549295774648,0.9014084507042254,0.8028169014084507,14.246418172769339,24.870381473984114,0.7562143429321344,0.0672145719566538,255,8,10,7,5,1.1647702272843388,50,0.061462392767636154,8,0.05,0.01,0.9166695868593946,1,COMPLETE
22,0.8581207524869496,0.03233783684122858,139.2,114.0,0.8601398601398601,0.8741258741258742,0.852112676056338,0.9014084507042254,0.8028169014084507,15.935822096030133,14.171084241642761,0.8933543401174467,0.09809099031447788,63,32,4,6,15,0.3606462270328805,70,0.00790297918200589,18,1.0,0.0,0.7606267713826459,1,COMPLETE
126,0.8567516990052202,0.02536102293341006,224.4,290.0,0.8461538461538461,0.8601398601398601,0.852112676056338,0.9014084507042254,0.823943661971831,6.872403208089993,28.647729342362563,0.8670169925558385,0.07004179676847756,255,8,10,7,10,1.279359290661714,60,0.04355166302116025,4,0.05,0.01,0.9613036444448868,1,COMPLETE
205,0.8567516990052202,0.02536102293341006,154.4,128.0,0.8461538461538461,0.8601398601398601,0.852112676056338,0.9014084507042254,0.823943661971831,8.533845497472077,28.1911448275606,0.895250262106125,0.1222327414870723,255,8,10,7,10,0.5879158487806746,60,0.08143137100362946,4,0.001,0.05,0.9874353425808208,1,COMPLETE
143,0.8567516990052202,0.027246433776562308,149.6,117.0,0.8461538461538461,0.8601398601398601,0.8591549295774648,0.9014084507042254,0.8169014084507042,7.775058083309446,27.031091614063538,0.8853896557635235,0.08093786073799153,255,8,10,7,10,1.985682063638187,60,0.13199960076379308,5,0.05,0.05,0.9274710568255383,1,COMPLETE
208,0.8567516990052202,0.027246433776562308,103.2,81.0,0.8461538461538461,0.8601398601398601,0.8591549295774648,0.9014084507042254,0.8169014084507042,7.551032136330551,28.623960263923895,0.8908517784147785,0.10557180816810431,127,8,10,7,10,0.9046247351970124,60,0.08792710344044198,4,0.001,0.0,0.9995386360120714,1,COMPLETE
140,0.8567516990052202,0.02935419274746284,99.0,89.0,0.8531468531468531,0.8531468531468531,0.852112676056338,0.9084507042253521,0.8169014084507042,14.699079424783607,26.42592982751569,0.8518476047880067,0.08926736684597135,255,8,10,7,5,1.1270755281872689,50,0.11150443339604023,4,0.0,0.05,0.9767665501511916,1,COMPLETE
122,0.8567418496995962,0.025411628437965465,145.4,174.0,0.8461538461538461,0.8671328671328671,0.8591549295774648,0.8943661971830986,0.8169014084507042,6.1986566036958735,28.653710120463217,0.8595127527271098,0.062217880297174545,255,8,10,7,10,1.1485689728451858,60,0.07954327794276111,7,0.05,0.05,0.9393539839680956,1,COMPLETE
230,0.8567418496995962,0.025411628437965465,107.4,113.0,0.8461538461538461,0.8671328671328671,0.8591549295774648,0.8943661971830986,0.8169014084507042,7.366362909483144,17.481483399641053,0.8914670042353203,0.11237404507178146,255,8,10,7,10,0.7388662080051176,80,0.09552681744848637,5,0.001,0.05,,0,COMPLETE
136,0.8567418496995962,0.026180632681313744,119.6,85.0,0.8461538461538461,0.8671328671328671,0.8450704225352113,0.9014084507042254,0.823943661971831,11.59447863116229,16.423388404556064,0.8352278011951325,0.09774228647242778,127,8,10,7,10,1.5441852325343481,50,0.07109383713340904,5,0.1,0.05,0.9391221713245382,1,COMPLETE
182,0.8567418496995962,0.02693794991456835,107.2,144.0,0.8531468531468531,0.8601398601398601,0.852112676056338,0.9014084507042254,0.8169014084507042,6.528989712107721,29.807184178187697,0.7248966382706801,0.07354593958871174,255,8,10,7,10,1.1129360058536886,50,0.10349162663856011,9,0.05,0.05,0.8974244060201401,1,COMPLETE
254,0.8567418496995962,0.027654563150467385,133.4,135.0,0.8461538461538461,0.8671328671328671,0.852112676056338,0.9014084507042254,0.8169014084507042,8.552930314213084,16.90706586877845,0.917728357839147,0.10151502640243588,255,32,10,7,10,1.2031834319753458,60,0.09087213838774894,4,0.001,0.01,0.9784859543060274,1,COMPLETE
