trial_number,cv_score,seed_cv_std,cv_std,seed_0_fold_seed,seed_0_cv_mean,seed_0_cv_std,seed_1_fold_seed,seed_1_cv_mean,seed_1_cv_std,seed_2_fold_seed,seed_2_cv_mean,seed_2_cv_std,mean_best_iteration,median_best_iteration,fold_0_score,fold_1_score,fold_2_score,fold_3_score,fold_4_score,fold_5_score,fold_6_score,fold_7_score,fold_8_score,fold_9_score,fold_10_score,fold_11_score,fold_12_score,fold_13_score,fold_14_score,params_cat_l2,params_cat_smooth,params_colsample_bytree,params_learning_rate,params_max_bin,params_max_cat_threshold,params_max_cat_to_onehot,params_max_depth,params_min_child_samples,params_min_child_weight,params_min_data_per_group,params_min_split_gain,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,state
77,0.8492498112216422,0.004637906373989709,0.025652679055469235,12648430,0.8482517482517482,0.03254973631017645,42,0.8441347385009357,0.023008787455283394,2026,0.8553629469122427,0.017909764586465707,123.4,100.0,0.8671328671328671,0.8741258741258742,0.8380281690140845,0.8732394366197183,0.7887323943661971,0.8111888111888111,0.8531468531468531,0.8802816901408451,0.8309859154929577,0.8450704225352113,0.8531468531468531,0.8391608391608392,0.8380281690140845,0.8873239436619719,0.8591549295774648,8.690121740518125,8.907389902223208,0.9231401349180727,0.10468104466989794,63,32,10,7,45,0.4507589544671959,30,0.09377175646664451,19,0.01,0.001,0.7578528200632814,1,COMPLETE
97,0.8492465281197678,0.007789316777986841,0.022813737501081167,12648430,0.8524771003644244,0.02768081767489154,42,0.8385107849896583,0.0169437659325878,2026,0.8567516990052202,0.018057148655652142,79.33333333333333,52.0,0.8601398601398601,0.8811188811188811,0.8450704225352113,0.8732394366197183,0.8028169014084507,0.8181818181818182,0.8391608391608392,0.8661971830985915,0.823943661971831,0.8450704225352113,0.8531468531468531,0.8531468531468531,0.8309859154929577,0.8873239436619719,0.8591549295774648,6.935227949926176,9.667637066946668,0.9804813890205598,0.1392732257615263,63,8,10,7,35,0.0022112897335964166,30,0.0849719986350223,16,0.05,0.05,0.7054798470021583,1,COMPLETE
33,0.8492465281197674,0.009273747593607102,0.02133691065647925,12648430,0.8511080468826948,0.028021328160636655,42,0.8370727863685609,0.009368165374454483,2026,0.8595587511080469,0.01532405727699819,60.53333333333333,45.0,0.8461538461538461,0.8671328671328671,0.852112676056338,0.8873239436619719,0.8028169014084507,0.8251748251748252,0.8531468531468531,0.8380281690140845,0.8309859154929577,0.8380281690140845,0.8671328671328671,0.8461538461538461,0.8380281690140845,0.8661971830985915,0.8802816901408451,6.683279737716122,15.94312190081586,0.7573034366535365,0.13229995062877395,127,32,10,7,20,0.1300045937349768,80,0.11203029854465252,20,0.01,0.5,0.8976441753883967,1,COMPLETE
90,0.8488098755704389,0.00577705972344556,0.024032497235959495,12648430,0.8497094454840933,0.02911456075228664,42,0.841327686398109,0.0166264039163832,2026,0.8553924948291145,0.02254915869949738,67.33333333333333,64.0,0.8531468531468531,0.8531468531468531,0.8450704225352113,0.8943661971830986,0.8028169014084507,0.8181818181818182,0.8391608391608392,0.8661971830985915,0.8309859154929577,0.852112676056338,0.8461538461538461,0.8251748251748252,0.852112676056338,0.8943661971830986,0.8591549295774648,8.068023751849587,10.731700040738994,0.9655784368502919,0.11800219098162146,255,32,10,7,30,1.3759647812009144,20,0.1011644069106278,18,0.0,0.001,0.7437412221237459,1,COMPLETE
10,0.8487934600610657,0.007377614252592746,0.024148479510149336,12648430,0.8525164975869203,0.030574843316058534,42,0.8384910863784103,0.009807089671093245,2026,0.8553727962178665,0.02356182421116277,60.53333333333333,36.0,0.8461538461538461,0.8671328671328671,0.8380281690140845,0.9014084507042254,0.8098591549295775,0.8321678321678322,0.8391608391608392,0.823943661971831,0.852112676056338,0.8450704225352113,0.8531468531468531,0.8321678321678322,0.8309859154929577,0.8943661971830986,0.8661971830985915,25.55738690931781,29.051228245308838,0.7719820386484885,0.14253623187051875,63,16,10,7,5,1.8686354097379643,20,0.08712670405674161,30,0.5,0.1,0.703059468898998,1,COMPLETE
20,0.8487868938573165,0.010393303942549137,0.02455475460038005,12648430,0.8539052496798977,0.026228436427131845,42,0.8342952821826062,0.017817538155402577,2026,0.8581601497094455,0.021894064871483095,49.53333333333333,41.0,0.8461538461538461,0.8811188811188811,0.852112676056338,0.8802816901408451,0.8098591549295775,0.8041958041958042,0.8461538461538461,0.823943661971831,0.852112676056338,0.8450704225352113,0.8601398601398601,0.8461538461538461,0.823943661971831,0.8873239436619719,0.8732394366197183,1.091855961228734,23.924995716816028,0.88471652158716,0.08424437153749602,127,16,10,6,15,0.18375384531134364,30,0.027555023456101634,20,0.001,0.001,0.8603587429453063,1,COMPLETE
78,0.848780327653567,0.004322041205500673,0.025137933036633496,12648430,0.8524771003644244,0.030746001726936957,42,0.8427164384910864,0.0227472138915714,2026,0.8511474441051906,0.019415317393618972,122.53333333333333,128.0,0.8671328671328671,0.8741258741258742,0.8450704225352113,0.8802816901408451,0.795774647887324,0.8111888111888111,0.8601398601398601,0.8732394366197183,0.823943661971831,0.8450704225352113,0.8461538461538461,0.8391608391608392,0.8309859154929577,0.8873239436619719,0.852112676056338,8.590251381756369,9.153336895207104,0.9202222310940891,0.10328916080325001,63,32,10,7,40,0.7398856683478372,30,0.04439053519306756,17,0.1,0.001,0.7753427442393502,1,COMPLETE
94,0.8483239764929906,0.00751538090768001,0.025974578300965886,12648430,0.8496700482615976,0.03156765604179439,42,0.8385206342952822,0.021501419934340446,2026,0.856781246922092,0.019893851713797657,119.6,71.0,0.8601398601398601,0.8741258741258742,0.823943661971831,0.8873239436619719,0.8028169014084507,0.8181818181818182,0.8321678321678322,0.8802816901408451,0.8309859154929577,0.8309859154929577,0.8461538461538461,0.8391608391608392,0.8380281690140845,0.8873239436619719,0.8732394366197183,16.427194134763187,8.233854184649653,0.7122647234551618,0.14444224476486517,63,32,10,7,40,1.2983145287619433,30,0.07227659509307814,16,0.5,0.05,0.7279212819882183,1,COMPLETE
0,0.8483206933911159,0.009097414276862071,0.022162148720606435,12648430,0.8567320003939722,0.020248347093115026,42,0.8356840342755836,0.01290986627608396,2026,0.8525460455037919,0.02546632012872374,81.6,78.0,0.8461538461538461,0.8741258741258742,0.8591549295774648,0.8802816901408451,0.823943661971831,0.8251748251748252,0.8391608391608392,0.823943661971831,0.8309859154929577,0.8591549295774648,0.8531468531468531,0.8391608391608392,0.8169014084507042,0.8943661971830986,0.8591549295774648,10.0,10.0,1.0,0.1,255,32,4,4,20,1.0,100,0.0,7,0.0,0.0,,0,COMPLETE
55,0.8483206933911158,0.009109580122052598,0.02202920012926442,12648430,0.85251649758692,0.02925789908099137,42,0.8356741849699596,0.007153837550462405,2026,0.8567713976164679,0.01731189113509496,120.6,83.0,0.8531468531468531,0.8601398601398601,0.852112676056338,0.8943661971830986,0.8028169014084507,0.8321678321678322,0.8391608391608392,0.823943661971831,0.8450704225352113,0.8380281690140845,0.8531468531468531,0.8391608391608392,0.8380281690140845,0.8802816901408451,0.8732394366197183,25.521688339516665,23.933169260099426,0.9362464668457247,0.030165603029932972,127,16,10,5,5,0.22800838995775702,40,0.017519879247141275,21,0.1,0.5,0.8088524219104983,1,COMPLETE
15,0.8483141271873667,0.0050146175844208475,0.0220676241576902,12648430,0.8454643947601694,0.03006217189407608,42,0.8441150398896878,0.013437557498718491,2026,0.8553629469122427,0.017355080202088476,93.2,64.0,0.8531468531468531,0.8671328671328671,0.8450704225352113,0.8732394366197183,0.7887323943661971,0.8251748251748252,0.8531468531468531,0.852112676056338,0.8309859154929577,0.8591549295774648,0.8461538461538461,0.8461538461538461,0.8380281690140845,0.8873239436619719,0.8591549295774648,19.9164767660987,24.424779187007218,0.8637795259116162,0.12598593940186883,63,16,10,6,30,0.4082416424445405,70,0.06169640055302515,24,0.001,1.0,0.7948427838078357,1,COMPLETE
70,0.8483141271873665,0.008646057357736532,0.021434186640025377,12648430,0.8581306017925735,0.022970523463338385,42,0.8370924849798088,0.015443541618415197,2026,0.8497192947897172,0.019694217967693335,82.86666666666666,47.0,0.8601398601398601,0.8671328671328671,0.8591549295774648,0.8873239436619719,0.8169014084507042,0.8111888111888111,0.8531468531468531,0.852112676056338,0.8380281690140845,0.8309859154929577,0.8601398601398601,0.8391608391608392,0.8169014084507042,0.8732394366197183,0.8591549295774648,4.183675533535159,12.596114605947628,0.7790776793212302,0.13185945277435113,63,32,4,7,25,1.0675344624701322,40,0.06971830964977396,21,0.5,0.1,0.7473207213290077,1,COMPLETE
60,0.8478676253324141,0.007643010394402669,0.023903287374140134,12648430,0.8454840933714174,0.029974765784088774,42,0.8399290849995076,0.02163398579022533,2026,0.8581896976263174,0.013127783256235174,61.4,40.0,0.8601398601398601,0.8461538461538461,0.8380281690140845,0.8873239436619719,0.795774647887324,0.8111888111888111,0.8391608391608392,0.8732394366197183,0.823943661971831,0.852112676056338,0.8391608391608392,0.8461538461538461,0.8661971830985915,0.8661971830985915,0.8732394366197183,17.679788946757828,26.220099682412375,0.7299899458223552,0.12688995688301952,127,16,10,7,30,0.4670633089756772,50,0.10625013421399347,30,0.0,0.1,0.715313172443929,1,COMPLETE
87,0.8478643422305394,0.009742463060546196,0.024327316125274636,12648430,0.8525263468925441,0.026728275372439044,42,0.83430513148823,0.020339486236777973,2026,0.8567615483108441,0.019042393897769492,88.06666666666666,64.0,0.8531468531468531,0.8531468531468531,0.852112676056338,0.8943661971830986,0.8098591549295775,0.8041958041958042,0.8391608391608392,0.8661971830985915,0.8380281690140845,0.823943661971831,0.8531468531468531,0.8461538461538461,0.8309859154929577,0.8873239436619719,0.8661971830985915,12.527058101633529,10.09085119991525,0.9872577617228369,0.11538907137732818,63,8,4,7,30,0.6931711442855003,30,0.0784981060689561,17,0.5,0.001,0.7217381905353654,1,COMPLETE
12,0.8478610591286646,0.00870232213796579,0.02283116113215791,12648430,0.852536196198168,0.02740503759784091,42,0.8356643356643356,0.01389324771397287,2026,0.8553826455234905,0.019812523977726797,35.6,18.0,0.8461538461538461,0.8531468531468531,0.8450704225352113,0.9014084507042254,0.8169014084507042,0.8321678321678322,0.8461538461538461,0.8098591549295775,0.8450704225352113,0.8450704225352113,0.8531468531468531,0.8251748251748252,0.8450704225352113,0.8732394366197183,0.8802816901408451,28.88789950214659,29.9146014994597,0.8185900884384663,0.14701896641154547,63,16,10,6,5,0.6746925368299548,50,0.09564233519188844,30,0.5,0.001,0.7212242368798473,1,COMPLETE
72,0.8478577760267901,0.009608329558595618,0.022830475149940365,12648430,0.8539150989855215,0.028035449414405417,42,0.8342952821826062,0.013415875095798994,2026,0.8553629469122427,0.017909764586465707,50.666666666666664,38.0,0.8531468531468531,0.8671328671328671,0.8591549295774648,0.8873239436619719,0.8028169014084507,0.8111888111888111,0.8391608391608392,0.8380281690140845,0.852112676056338,0.8309859154929577,0.8531468531468531,0.8391608391608392,0.8380281690140845,0.8873239436619719,0.8591549295774648,5.580051313062021,10.572831903453729,0.8052219467370941,0.14417372425894445,63,32,10,7,20,0.8595798437455419,70,0.06197425263650133,19,0.5,0.1,0.7287211062110263,1,COMPLETE
24,0.8478577760267901,0.013677618339420607,0.027307234923323844,12648430,0.8553235496897468,0.03385546624087943,42,0.8286713286713286,0.014182521304721382,2026,0.8595784497192949,0.018124210388594207,65.46666666666667,38.0,0.8601398601398601,0.8601398601398601,0.8591549295774648,0.9014084507042254,0.795774647887324,0.8041958041958042,0.8391608391608392,0.823943661971831,0.8309859154929577,0.8450704225352113,0.8461538461538461,0.8531468531468531,0.8380281690140845,0.8873239436619719,0.8732394366197183,11.638513543463882,29.67604871415704,0.7399439088631836,0.13783204008468164,63,16,10,7,10,1.9755758100370011,40,0.05963322641648411,29,0.5,0.05,0.7007460131639982,1,COMPLETE
82,0.8478544929249155,0.0074448995273825305,0.022253320299720707,12648430,0.8482812961686201,0.026740300649998973,42,0.8385304836009061,0.01993859042303076,2026,0.8567516990052202,0.014379156416762271,112.6,77.0,0.8531468531468531,0.8671328671328671,0.8380281690140845,0.8802816901408451,0.8028169014084507,0.8041958041958042,0.8391608391608392,0.8661971830985915,0.8380281690140845,0.8450704225352113,0.8461538461538461,0.8601398601398601,0.8380281690140845,0.8802816901408451,0.8591549295774648,10.674842939333297,11.66355610480146,0.9723694890987793,0.11206410077533427,63,32,10,7,35,0.5780358523498994,20,0.10506925631539771,15,0.5,0.001,0.7132045569899146,1,COMPLETE
62,0.8478446436192915,0.01082738527081012,0.02389146416877896,12648430,0.8524869496700482,0.029370946449179355,42,0.8328868314783808,0.013319364247509438,2026,0.8581601497094453,0.017906741906278736,48.13333333333333,37.0,0.8531468531468531,0.8811188811188811,0.8309859154929577,0.8873239436619719,0.8098591549295775,0.8111888111888111,0.8391608391608392,0.8450704225352113,0.8450704225352113,0.823943661971831,0.8601398601398601,0.8461538461538461,0.8309859154929577,0.8802816901408451,0.8732394366197183,26.114084287649415,25.94248080743538,0.8963248111530805,0.14063964794825318,127,16,10,6,15,1.970954205056983,30,0.1286319626680831,19,0.001,0.05,0.7624415217561463,1,COMPLETE
85,0.8474014248662135,0.0028863264608044743,0.022132821329641596,12648430,0.8468826947700187,0.021720106277015913,42,0.8441544371121836,0.022877492527066896,2026,0.8511671427164383,0.021200236265278383,92.73333333333333,49.0,0.8601398601398601,0.8531468531468531,0.8380281690140845,0.8732394366197183,0.8098591549295775,0.8111888111888111,0.8391608391608392,0.8732394366197183,0.8309859154929577,0.8661971830985915,0.8321678321678322,0.8391608391608392,0.8309859154929577,0.8802816901408451,0.8732394366197183,9.563268853697133,11.176579518910769,0.9558576770734707,0.1253627604184547,63,32,10,7,35,1.6703302110616909,20,0.08694449229392456,15,0.5,0.001,0.7339397259933889,1,COMPLETE
83,0.847398141764339,0.0036860828002438237,0.022305734331566133,12648430,0.8454742440657934,0.02246419988120769,42,0.8441642864178075,0.023656436975906775,2026,0.852555894809416,0.019687774030665926,87.33333333333333,55.0,0.8531468531468531,0.8601398601398601,0.8309859154929577,0.8732394366197183,0.8098591549295775,0.8111888111888111,0.8321678321678322,0.8802816901408451,0.8380281690140845,0.8591549295774648,0.8391608391608392,0.8461538461538461,0.8309859154929577,0.8873239436619719,0.8591549295774648,12.105754846403569,9.635643163917775,0.9608900607048976,0.09053713756420226,63,32,10,7,35,0.4378261286707879,20,0.10010735050147018,16,0.5,0.001,0.7087373735740304,1,COMPLETE
44,0.8473882924587149,0.008294473435353285,0.020532786327135368,12648430,0.8539150989855215,0.022986464686811696,42,0.8356840342755836,0.010311315156539939,2026,0.8525657441150398,0.02058373861334514,50.2,48.0,0.8601398601398601,0.8601398601398601,0.8450704225352113,0.8873239436619719,0.8169014084507042,0.8181818181818182,0.8461538461538461,0.8380281690140845,0.8450704225352113,0.8309859154929577,0.8461538461538461,0.8321678321678322,0.8309859154929577,0.8802816901408451,0.8732394366197183,19.484782553098885,7.847266466964832,0.7862221529417304,0.14814463064821198,63,16,10,6,15,0.12348836206969811,70,0.1147145171623477,29,0.5,0.0,0.7029666195286978,1,COMPLETE
32,0.8473882924587149,0.009279057725723891,0.02568890413864272,12648430,0.8539347975967694,0.029321583004067,42,0.8342657342657341,0.013032518429074191,2026,0.8539643455136414,0.026303134494440623,36.8,23.0,0.8461538461538461,0.8601398601398601,0.852112676056338,0.9014084507042254,0.8098591549295775,0.8181818181818182,0.8531468531468531,0.823943661971831,0.8309859154929577,0.8450704225352113,0.8461538461538461,0.8391608391608392,0.8169014084507042,0.8873239436619719,0.8802816901408451,12.924030294165737,16.913939722446578,0.7500482526185087,0.11501498675906083,127,32,10,5,10,0.25895986336634297,70,0.08876389189157868,15,0.1,0.5,0.721760035999743,1,COMPLETE
21,0.8473850093568404,0.00805939255931707,0.026468354282020476,12648430,0.8482911454742442,0.0347645553822459,42,0.837092484979809,0.014178861418326642,2026,0.8567713976164681,0.02229900194795218,57.13333333333333,30.0,0.8531468531468531,0.8601398601398601,0.8309859154929577,0.9014084507042254,0.795774647887324,0.8251748251748252,0.8391608391608392,0.8169014084507042,0.852112676056338,0.852112676056338,0.8601398601398601,0.8321678321678322,0.8309859154929577,0.8873239436619719,0.8732394366197183,26.068943258557265,29.851738740690443,0.7867711399797508,0.14883847981874118,63,16,10,7,5,1.7569954771691516,20,0.08117318877253657,31,0.5,0.1,0.7048454741686573,1,COMPLETE
61,0.8473784431530911,0.008443118053937347,0.01893898685528546,12648430,0.8553137003841229,0.02352899958773333,42,0.8356840342755836,0.009344266253540432,2026,0.8511375947995665,0.014875073394079352,60.06666666666667,54.0,0.8601398601398601,0.8671328671328671,0.8450704225352113,0.8873239436619719,0.8169014084507042,0.8251748251748252,0.8391608391608392,0.8309859154929577,0.852112676056338,0.8309859154929577,0.8531468531468531,0.8391608391608392,0.8309859154929577,0.8591549295774648,0.8732394366197183,14.861412299954905,24.86809490624192,0.7429971407845869,0.10928591822473029,127,16,10,7,15,1.282391723351571,20,0.12064864441392513,22,0.0,0.1,0.7429547639505456,1,COMPLETE
