trial_number,cv_score,cv_std,mean_best_iteration,fold_0_score,fold_1_score,fold_2_score,fold_3_score,fold_4_score,params_depth,params_l2_leaf_reg,params_learning_rate,params_random_strength,state
21,0.8440854919728158,0.017555955585237232,64.2,0.8321678321678322,0.8671328671328671,0.852112676056338,0.852112676056338,0.8169014084507042,4,2.885956797600968,0.09747511174265243,0.16415340964544306,COMPLETE
61,0.8440460947503201,0.01999009692493717,54.8,0.8601398601398601,0.8671328671328671,0.852112676056338,0.823943661971831,0.8169014084507042,5,4.2290398001012495,0.0661059020550408,0.001206274368854593,COMPLETE
86,0.8427065891854625,0.014369357175626703,40.4,0.8461538461538461,0.8321678321678322,0.8450704225352113,0.8661971830985915,0.823943661971831,7,3.6377094315588847,0.05409712145970197,0.4068827566047254,COMPLETE
13,0.8427065891854625,0.022432320614545788,39.8,0.8531468531468531,0.8251748251748252,0.8380281690140845,0.8802816901408451,0.8169014084507042,7,1.3088091552059964,0.0553929622708809,0.3920346967641068,COMPLETE
1,0.8427065891854623,0.018049346358118865,30.8,0.8391608391608392,0.8391608391608392,0.8450704225352113,0.8732394366197183,0.8169014084507042,7,8.430450083918066,0.0653423948139648,0.18717918727517024,COMPLETE
16,0.8426967398798386,0.011424871869563093,33.0,0.8391608391608392,0.8461538461538461,0.8450704225352113,0.8591549295774648,0.823943661971831,6,2.8004903304677486,0.03053877397821072,0.551903802630517,COMPLETE
54,0.8426967398798386,0.011424871869563093,61.4,0.8391608391608392,0.8461538461538461,0.8450704225352113,0.8591549295774648,0.823943661971831,4,2.2976180415030067,0.04172376432584486,0.1661330670280466,COMPLETE
33,0.8426967398798384,0.014487133349467364,53.0,0.8391608391608392,0.8461538461538461,0.8591549295774648,0.852112676056338,0.8169014084507042,4,2.0311627688264933,0.0716392194682305,0.4761735478688206,COMPLETE
91,0.8426868905742146,0.019250759489111,39.2,0.8321678321678322,0.8601398601398601,0.852112676056338,0.8591549295774648,0.8098591549295775,6,2.5932589251738167,0.07504447019081875,0.08788702212496204,COMPLETE
28,0.8426770412685904,0.010800813394731629,48.4,0.8531468531468531,0.8461538461538461,0.8380281690140845,0.852112676056338,0.823943661971831,6,3.489312789782136,0.06110176974450481,0.7259479914731407,COMPLETE
14,0.8426770412685904,0.025539490681505243,61.6,0.8531468531468531,0.8461538461538461,0.8450704225352113,0.8732394366197183,0.795774647887324,5,3.312105672404003,0.07767394411277964,0.8999950265275972,COMPLETE
27,0.841307987786861,0.016852579260875453,62.4,0.8391608391608392,0.8321678321678322,0.852112676056338,0.8661971830985915,0.8169014084507042,7,4.5896609923880245,0.04712697493937877,0.22493478377197806,COMPLETE
64,0.8412882891756132,0.013093924869586993,33.6,0.8391608391608392,0.8461538461538461,0.852112676056338,0.852112676056338,0.8169014084507042,6,3.4949538313749042,0.08012199778521294,0.06360896106862102,COMPLETE
18,0.8412882891756132,0.015836672754707792,30.2,0.8391608391608392,0.8461538461538461,0.8380281690140845,0.8661971830985915,0.8169014084507042,8,3.867952276918773,0.05287277188007191,0.2442709099228343,COMPLETE
40,0.8412882891756132,0.01817001759462603,20.4,0.8391608391608392,0.8461538461538461,0.8450704225352113,0.8661971830985915,0.8098591549295775,6,3.9772776539223154,0.05702085425497781,0.6200966403009869,COMPLETE
43,0.8412882891756132,0.01817001759462603,50.4,0.8461538461538461,0.8391608391608392,0.8450704225352113,0.8661971830985915,0.8098591549295775,6,3.5589268952634523,0.07726579810131094,1.9794967375963362,COMPLETE
42,0.8412784398699891,0.015262737725526438,32.4,0.8321678321678322,0.8601398601398601,0.852112676056338,0.8450704225352113,0.8169014084507042,5,4.408577908181286,0.04715262107698179,0.07782614963403414,COMPLETE
30,0.8399093863882596,0.0222510049084587,30.4,0.8461538461538461,0.8181818181818182,0.8309859154929577,0.8802816901408451,0.823943661971831,9,1.4516691213132187,0.0866696359062055,0.3014707629651107,COMPLETE
79,0.8398896877770117,0.010289644583851634,33.6,0.8321678321678322,0.8461538461538461,0.852112676056338,0.8450704225352113,0.823943661971831,4,2.8591511501556033,0.06407136675339818,0.2051267034266111,COMPLETE
50,0.8398896877770117,0.012064470704786221,33.4,0.8321678321678322,0.8461538461538461,0.8380281690140845,0.8591549295774648,0.823943661971831,6,3.122755724980997,0.024090570178234568,0.3729151994828643,COMPLETE
44,0.8398896877770117,0.01361993378294967,35.4,0.8391608391608392,0.8391608391608392,0.8450704225352113,0.8591549295774648,0.8169014084507042,7,5.96284880194804,0.012303605068792616,0.1879325525013819,COMPLETE
93,0.8398798384713878,0.012202236327222607,22.0,0.8461538461538461,0.8391608391608392,0.8450704225352113,0.852112676056338,0.8169014084507042,6,4.236325726838122,0.08884398315054653,0.15242884716443508,COMPLETE
48,0.8398699891657637,0.01149450679079075,48.2,0.8461538461538461,0.8461538461538461,0.8450704225352113,0.8450704225352113,0.8169014084507042,5,2.0543923298077065,0.03650493461151393,0.4836411810338462,COMPLETE
41,0.8398601398601399,0.01243988745560274,45.8,0.8461538461538461,0.8531468531468531,0.8380281690140845,0.8450704225352113,0.8169014084507042,4,3.4419699999654862,0.036551209529394245,0.20473538910362352,COMPLETE
89,0.8398601398601399,0.02169076510548989,47.2,0.8671328671328671,0.8321678321678322,0.8450704225352113,0.852112676056338,0.8028169014084507,4,4.81602523227257,0.0824269156097256,1.220493367173189,COMPLETE
99,0.8384910863784103,0.017162527390805593,55.0,0.8391608391608392,0.8321678321678322,0.852112676056338,0.8591549295774648,0.8098591549295775,5,3.391769889550911,0.06773886505346029,0.6383882960224037,COMPLETE
20,0.8384713877671626,0.0161626775177948,46.4,0.8391608391608392,0.8461538461538461,0.8380281690140845,0.8591549295774648,0.8098591549295775,6,6.099969078797895,0.0414694143617917,0.5610143034290616,COMPLETE
4,0.8384615384615385,0.012848508845394215,21.0,0.8461538461538461,0.8461538461538461,0.8309859154929577,0.852112676056338,0.8169014084507042,6,6.7408647742825645,0.06542898855114446,1.4958938993910582,COMPLETE
26,0.8384615384615385,0.015598961966649082,38.4,0.8321678321678322,0.8601398601398601,0.852112676056338,0.8309859154929577,0.8169014084507042,5,1.7915976758034298,0.03189108305582496,0.012126660113540244,COMPLETE
80,0.8384615384615385,0.018529536129393582,38.6,0.8531468531468531,0.8391608391608392,0.8450704225352113,0.852112676056338,0.8028169014084507,5,4.481571354835048,0.08100654481530008,0.5337044616996307,COMPLETE
10,0.8384615384615384,0.014270702390292739,50.2,0.8321678321678322,0.8601398601398601,0.8380281690140845,0.8450704225352113,0.8169014084507042,4,1.0002599918769344,0.03142162350507296,0.4500258890730505,COMPLETE
87,0.8370530877573131,0.0152889461274806,45.2,0.8461538461538461,0.8461538461538461,0.852112676056338,0.8309859154929577,0.8098591549295775,4,3.9480857231146476,0.08692746870724039,0.7383955089006295,COMPLETE
9,0.8370530877573131,0.01712494891309141,17.6,0.8461538461538461,0.8461538461538461,0.8450704225352113,0.8450704225352113,0.8028169014084507,7,2.31630728041473,0.024263078479545244,0.769536997498343,COMPLETE
98,0.8342558849601105,0.013208377880427438,42.0,0.8321678321678322,0.8461538461538461,0.8380281690140845,0.8450704225352113,0.8098591549295775,4,4.0674298667690865,0.018436261259418323,0.49099001378590224,COMPLETE
19,0.8342558849601103,0.016550661336769603,55.2,0.8391608391608392,0.8391608391608392,0.8380281690140845,0.852112676056338,0.8028169014084507,5,9.532778548412324,0.08251224161580559,0.9696855826414852,COMPLETE
8,0.8328375849502612,0.017130250313098627,53.6,0.8531468531468531,0.8321678321678322,0.8450704225352113,0.8309859154929577,0.8028169014084507,5,1.7988044198326512,0.04323838665308306,1.1380710745784113,COMPLETE
5,0.832837584950261,0.017699796881652186,74.8,0.8531468531468531,0.8321678321678322,0.8169014084507042,0.852112676056338,0.8098591549295775,9,4.47717588973061,0.016645501861910748,1.9698002732889037,COMPLETE
47,0.832837584950261,0.020791989150288567,40.4,0.8531468531468531,0.8321678321678322,0.8309859154929577,0.852112676056338,0.795774647887324,4,2.489030280186693,0.04855227873414366,1.3789009931922163,COMPLETE
6,0.8328277356446371,0.01939782172683427,40.4,0.8461538461538461,0.8461538461538461,0.8169014084507042,0.852112676056338,0.8028169014084507,8,2.17089685069267,0.017687016776019616,1.388809073339246,COMPLETE
45,0.8314488328572835,0.022273929744292934,32.0,0.8601398601398601,0.8111888111888111,0.8309859154929577,0.852112676056338,0.8028169014084507,9,3.049865823775352,0.06442218795946243,1.810687765154778,COMPLETE
7,0.8300305328474344,0.01160378627401786,20.4,0.8321678321678322,0.8461538461538461,0.8309859154929577,0.8309859154929577,0.8098591549295775,6,5.548254695932044,0.01104183545230317,1.6522335631579088,COMPLETE
